"pair"
"MCM2, SLD3"
"GPI10, MCM2"
"CDC43, MCM2"
"MCM2, TFC4"
"MCM2, PRP31"
"DBF2, MCM2"
"MCM2, TEL2"
"CBF2, MCM2"
"MCM2, TYS1"
"GPI1, MCM2"
"MCM2, TAF1"
"MAS2, MCM2"
"BRL1, MCM2"
"MCM2, MED6"
"MCM2, ORC6"
"DNA2, MCM2"
"MCM2, SPC97"
"MCM2, SHQ1"
"MCM2, MOB1"
"MCM2, RHO3"
"MCM2, PAN1"
"MCM2, PRE3"
"MCM2, MTR4"
"EXO70, MCM2"
"GWT1, MCM2"
"MCM2, PHS1"
"MCM2, PAM16"
"CDC6, MCM2"
"ESS1, MCM2"
"MCM2, TAH11"
"CDC8, MCM2"
"CDC11, MCM2"
"MCM2, NNF1"
"CDC16, MCM2"
"MCM2, URA6"
"MCM2, YJU2"
"MCM2, SNU114"
"MCM2, ORC3"
"MCM2, SOF1"
"COF1, MCM2"
"MCM2, SSL1"
"MCM2, SED5"
"MCM2, STU2"
"APC2, MCM2"
"EMG1, MCM2"
"MCM2, NMT1"
"MCM2, UTP13"
"CDC46, MCM2"
"MCM2, YHC1"
"MCM2, TAD3"
"MCM2, SEN1"
"GAB1, MCM2"
"MCM2, NSE5"
"MCM2, ORC1"
"MCM2, POB3"
"MCM2, MED11"
"MCM2, ROT1"
"MCM2, RNA1"
"MCM2, TAF9"
"LCB1, MCM2"
"MCM2, RLP7"
"MCM2, POL1"
"DCP2, MCM2"
"MCM2, SRV2"
"MCM2, RPC34"
"ARC35, MCM2"
"HRP1, MCM2"
"HSP10, MCM2"
"MCM2, SGT1"
"MCM2, PFY1"
"MCM2, PUP1"
"LAS17, MCM2"
"APC5, MCM2"
"MCM2, SEC63"
"MCM2, RPT4"
"GCD1, MCM2"
"MCM2, MYO2"
"KRE5, MCM2"
"MCM2, ULP1"
"MCM2, MOT1"
"MCM2, NAB3"
"MCM2, TIF6"
"MCM2, MCM4"
"MCM2, SUA7"
"MCM2, RDS3"
"MCM2, PRE2"
"MCM2, RPN7"
"MCM2, NUT2"
"MCM2, RPC82"
"EFB1, LSM2"
"LSM2, MAK16"
"LSM2, RFA1"
"LSM2, TRS20"
"LSM2, TSC10"
"CDC10, LSM2"
"LSM2, MCD1"
"LSM2, PRP9"
"LSM2, PRP11"
"LSM2, LUC7"
"LSM2, RPN6"
"LSM2, SNU23"
"CDC2, LSM2"
"LSM2, QRI1"
"LSM2, NSE4"
"CDC53, LSM2"
"LSM2, RPO21"
"COP1, LSM2"
"LSM2, RPN5"
"CDC13, LSM2"
"LSM2, PSF1"
"DAD1, LSM2"
"FAL1, LSM2"
"LSM2, RPC11"
"LSM2, MAK21"
"LCB2, LSM2"
"LSM2, STN1"
"LSM2, SSS1"
"LSM2, RRP1"
"LSM2, SLU7"
"LSM2, TAF12"
"LSM2, SUP35"
"CDC1, LSM2"
"CCT6, LSM2"
"LSM2, TCP1"
"LSM2, PCF11"
"LSM2, SEC26"
"LSM2, SNU56"
"LSM2, PRP28"
"LSM2, TRS23"
"LSM2, RRP45"
"LSM2, NSE3"
"LSM2, TFB1"
"GPI8, LSM2"
"FCF1, LSM2"
"LSM2, TFC6"
"LSM2, RPB7"
"LSM2, PRP3"
"LSM2, SNM1"
"LSM2, SEC20"
"LSM2, SMT3"
"LSM2, RBA50"
"COG3, LSM2"
"LSM2, SEC4"
"LSM2, SMC1"
"LSM2, MOB2"
"ACT1, LSM2"
"LSM2, SAD1"
"CDC14, LSM2"
"LSM2, PRE4"
"ERG26, LSM2"
"HSF1, LSM2"
"LSM2, SPC105"
"LSM2, SLD3"
"CEG1, LSM2"
"LSM2, SEC27"
"CDC43, LSM2"
"BRR6, LSM2"
"LSM2, SWC4"
"LSM2, TFG2"
"LSM2, SNU71"
"LSM2, TFC4"
"LSM2, PRP38"
"LSM2, PRP31"
"DBF2, LSM2"
"LSM2, NUP57"
"COG2, LSM2"
"CBF2, LSM2"
"LSM2, YIP1"
"LSM2, OKP1"
"LSM2, TYS1"
"LSM2, MES1"
"DED81, LSM2"
"BRL1, LSM2"
"LSM2, RRP4"
"IPI1, LSM2"
"LSM2, ORC6"
"DNA2, LSM2"
"CTF8, LSM2"
"LSM2, NEO1"
"ARC15, LSM2"
"LSM2, MOB1"
"LSM2, RHO3"
"LSM2, PAN1"
"LSM2, RPC17"
"LSM2, TAD2"
"LSM2, NUP192"
"LSM2, SMC3"
"ARP4, LSM2"
"EXO70, LSM2"
"GWT1, LSM2"
"KRE9, LSM2"
"LSM2, SUI2"
"ESS1, LSM2"
"LSM2, NUP85"
"LSM2, SSC1"
"CDC8, LSM2"
"LSM2, RFC2"
"CDC11, LSM2"
"FIP1, LSM2"
"LSM2, NNF1"
"LSM2, YJR141W"
"LSM2, MAK11"
"LSM2, YJU2"
"LSM2, SNU114"
"LSM2, YKT6"
"LSM2, TOR2"
"DAD2, LSM2"
"LSM2, ORC3"
"CLF1, LSM2"
"EMG1, LSM2"
"LSM2, NOP56"
"GSP1, LSM2"
"LSM2, YHC1"
"LSM2, STT4"
"CDC3, LSM2"
"LSM2, TAD3"
"LSM2, YLR317W"
"LSM2, RPP0"
"KAP95, LSM2"
"AFG2, LSM2"
"LSM2, SEC39"
"LSM2, NBP1"
"GAB1, LSM2"
"LSM2, RSE1"
"LSM2, ORC1"
"ERB1, LSM2"
"LSM2, RNA14"
"LSM2, SEC14"
"CEP3, LSM2"
"LSM2, RNT1"
"LSM2, PRP24"
"HAS1, LSM2"
"LCB1, LSM2"
"LSM2, RLP7"
"LSM2, NOP2"
"LSM2, POL1"
"LSM2, SRV2"
"LSM2, RPC34"
"LSM2, SEC12"
"ARC35, LSM2"
"LSM2, RIB2"
"LSM2, NUF2"
"BRX1, LSM2"
"HRP1, LSM2"
"HSP10, LSM2"
"LSM2, RPO31"
"LSM2, PFY1"
"LSM2, THI80"
"LSM2, RPB2"
"LAS17, LSM2"
"LSM2, TOA1"
"APC5, LSM2"
"LSM2, RPT4"
"LSM2, MYO2"
"LSM2, RPA190"
"LSM2, TFC8"
"LSM2, SEC62"
"LSM2, TBF1"
"CDC60, LSM2"
"LSM2, NIP7"
"CET1, LSM2"
"LSM2, NSL1"
"LSM2, RVB2"
"ARP7, LSM2"
"ASA1, LSM2"
"LSM2, SUA7"
"LSM2, RDS3"
"LSM2, PRE2"
"LSM2, RPN7"
"LSM2, SGV1"
"LSM2, NUT2"
"LSM2, PRP4"
"MAK16, STU1"
"MTW1, STU1"
"ENP1, STU1"
"STU1, TRS20"
"RSC6, STU1"
"MCD1, STU1"
"APC11, STU1"
"CDC7, STU1"
"MPS1, STU1"
"ARP2, STU1"
"PRP9, STU1"
"PRP11, STU1"
"FAD1, STU1"
"LUC7, STU1"
"RPN6, STU1"
"CDC2, STU1"
"QRI1, STU1"
"NSE4, STU1"
"KIN28, STU1"
"RRP42, STU1"
"CDC48, STU1"
"RPO21, STU1"
"CCT4, STU1"
"COP1, STU1"
"RPN5, STU1"
"NHP2, STU1"
"STU1, YRB1"
"PSF1, STU1"
"FAL1, STU1"
"RPC11, STU1"
"DBF4, STU1"
"CDC34, STU1"
"LCB2, STU1"
"PDC2, STU1"
"STN1, STU1"
"SSS1, STU1"
"PDS1, STU1"
"APC4, STU1"
"SEC1, STU1"
"SEC5, STU1"
"CDC37, STU1"
"SCC2, STU1"
"CDC1, STU1"
"CCT6, STU1"
"SLY1, STU1"
"SPC19, STU1"
"STU1, TCP1"
"PCF11, STU1"
"SEC26, STU1"
"RRP45, STU1"
"NSE3, STU1"
"SRP101, STU1"
"STU1, YCG1"
"GPI8, STU1"
"SPC110, STU1"
"BCP1, STU1"
"RPT3, STU1"
"RPB7, STU1"
"STU1, SYF1"
"GPI17, STU1"
"GPI19, STU1"
"STU1, TFB3"
"SNM1, STU1"
"SLD5, STU1"
"SEC20, STU1"
"RBA50, STU1"
"CAB1, STU1"
"PUP3, STU1"
"SCC4, STU1"
"COG3, STU1"
"CCA1, STU1"
"SEC4, STU1"
"SMC1, STU1"
"CDC4, STU1"
"CAK1, STU1"
"MOB2, STU1"
"ACT1, STU1"
"SEC53, STU1"
"RPN11, STU1"
"CDC14, STU1"
"CDC26, STU1"
"RET2, STU1"
"RPN12, STU1"
"SCL1, STU1"
"STT3, STU1"
"RNA15, STU1"
"RPT6, STU1"
"ALG2, STU1"
"NBP35, STU1"
"NUP145, STU1"
"SPC105, STU1"
"SRM1, STU1"
"SLD3, STU1"
"GPI10, STU1"
"STU1, TIP20"
"SPT16, STU1"
"SEC15, STU1"
"STU1, SWC4"
"PRP31, STU1"
"NOP7, STU1"
"DAM1, STU1"
"MTR3, STU1"
"STU1, TYS1"
"SKI6, STU1"
"STU1, ZPR1"
"CRM1, STU1"
"SDA1, STU1"
"STU1, TAF1"
"CAB4, STU1"
"DED81, STU1"
"STU1, YHR020W"
"MAS2, STU1"
"RPN1, STU1"
"MED6, STU1"
"RRP4, STU1"
"RPF1, STU1"
"CDC12, STU1"
"ORC6, STU1"
"CIA2, STU1"
"DNA2, STU1"
"CDC23, STU1"
"SPC97, STU1"
"KOG1, STU1"
"GPI16, STU1"
"CTF8, STU1"
"STU1, UTP9"
"ARC15, STU1"
"CAB2, STU1"
"SHQ1, STU1"
"NUP159, STU1"
"RHO3, STU1"
"STU1, TID3"
"MCM10, STU1"
"PRI1, STU1"
"DSN1, STU1"
"STS1, STU1"
"RRN7, STU1"
"KAR2, STU1"
"STU1, TAD2"
"MTR4, STU1"
"SMC3, STU1"
"PAM16, STU1"
"GCD14, STU1"
"PRP21, STU1"
"STU1, SUI2"
"NUP85, STU1"
"SSC1, STU1"
"CDC8, STU1"
"ARP3, STU1"
"RFC2, STU1"
"CDC11, STU1"
"NNF1, STU1"
"STU1, YJR141W"
"RAM2, STU1"
"MAK11, STU1"
"CDC16, STU1"
"CSE4, STU1"
"MIF2, STU1"
"ABF1, STU1"
"SNU114, STU1"
"STU1, TOR2"
"BET3, STU1"
"ORC3, STU1"
"PRP19, STU1"
"RSC58, STU1"
"STU1, STU2"
"SPC3, STU1"
"BOS1, STU1"
"SMC4, STU1"
"ERG27, STU1"
"CLF1, STU1"
"APC2, STU1"
"MAS1, STU1"
"SEC10, STU1"
"PWP1, STU1"
"NOP56, STU1"
"CDC42, STU1"
"CDC3, STU1"
"STU1, TAD3"
"KAP95, STU1"
"SMC6, STU1"
"SEN1, STU1"
"SEC39, STU1"
"GAB1, STU1"
"STU1, TAF11"
"NSE5, STU1"
"RSE1, STU1"
"ORC1, STU1"
"BET5, STU1"
"SEC65, STU1"
"ERG13, STU1"
"STU1, TAP42"
"MCM1, STU1"
"ERB1, STU1"
"PDS5, STU1"
"STU1, UTP15"
"SPC24, STU1"
"STU1, VTI1"
"CEF1, STU1"
"STU1, TAF9"
"RNT1, STU1"
"HAS1, STU1"
"LIP1, STU1"
"LST8, STU1"
"GPI15, STU1"
"NOP2, STU1"
"POL1, STU1"
"KRE33, STU1"
"SRV2, STU1"
"PRP2, STU1"
"STU1, TIM23"
"ARC35, STU1"
"DBP6, STU1"
"DIS3, STU1"
"SMC5, STU1"
"PRE6, STU1"
"NUF2, STU1"
"RFC4, STU1"
"HRP1, STU1"
"MED7, STU1"
"RAT1, STU1"
"SGT1, STU1"
"CDC21, STU1"
"OST2, STU1"
"SMP3, STU1"
"RPB2, STU1"
"PUP1, STU1"
"MED4, STU1"
"LAS17, STU1"
"STU1, TOA1"
"DED1, STU1"
"RPB8, STU1"
"MGE1, STU1"
"RPT4, STU1"
"GPN2, STU1"
"STU1, YTM1"
"MYO2, STU1"
"RPA190, STU1"
"PRE10, STU1"
"STU1, TFC8"
"ERG10, STU1"
"MOT1, STU1"
"STU1, TBF1"
"NAB3, STU1"
"IPL1, STU1"
"CET1, STU1"
"NSL1, STU1"
"RVB2, STU1"
"STU1, TIF6"
"MCM4, STU1"
"HTS1, STU1"
"STU1, SUA7"
"SRP54, STU1"
"RDS3, STU1"
"PRE2, STU1"
"SGV1, STU1"
"ORC4, STU1"
"NUT2, STU1"
"PRP4, STU1"
"DPM1, STU1"
"RPC82, STU1"
"EFB1, STU1"
"CDC19, STU1"
"NOP1, STU1"
"CDC36, STU1"
"DAD1, STU1"
"DOP1, STU1"
"STU1, SUP35"
"PRP28, STU1"
"STU1, TRS23"
"GPI11, STU1"
"STU1, TFC6"
"STU1, TSC11"
"RSP5, STU1"
"GLC7, STU1"
"STU1, YPT1"
"SAD1, STU1"
"ECO1, STU1"
"RSC8, STU1"
"DUO1, STU1"
"SEC27, STU1"
"PRP38, STU1"
"STU1, VAS1"
"NUP57, STU1"
"OKP1, STU1"
"BCD1, STU1"
"IPI1, STU1"
"STU1, TIM44"
"NEO1, STU1"
"RPC17, STU1"
"EXO70, STU1"
"KRE9, STU1"
"ESS1, STU1"
"CCT5, STU1"
"FIP1, STU1"
"STU1, URA6"
"ASK1, STU1"
"STU1, YJU2"
"RPT1, STU1"
"FRS1, STU1"
"RGR1, STU1"
"CFT2, STU1"
"EMG1, STU1"
"SEC13, STU1"
"SEC22, STU1"
"STU1, YLR317W"
"SEC61, STU1"
"POB3, STU1"
"STU1, TAF8"
"STU1, TAF4"
"SEC59, STU1"
"RNA14, STU1"
"GPI12, STU1"
"DCP2, STU1"
"SPC98, STU1"
"SEC12, STU1"
"MVD1, STU1"
"CLP1, STU1"
"SEC62, STU1"
"CDC60, STU1"
"HRR25, STU1"
"CCL1, STU1"
"ARP7, STU1"
"STU1, TSC10"
"KRR1, STU1"
"CDC10, STU1"
"RPT2, STU1"
"STU1, TSC13"
"STU1, UBC9"
"NOP14, STU1"
"GLE1, STU1"
"CWC2, STU1"
"MAK21, STU1"
"RPS13, STU1"
"SLU7, STU1"
"STU1, TAF12"
"CAB5, STU1"
"STU1, TFB1"
"FRQ1, STU1"
"GUK1, STU1"
"PRP3, STU1"
"SMT3, STU1"
"GDI1, STU1"
"ALG13, STU1"
"CDC20, STU1"
"PRP43, STU1"
"CEG1, STU1"
"GUS1, STU1"
"PRP18, STU1"
"SNU71, STU1"
"DBF2, STU1"
"ESP1, STU1"
"STU1, TEL2"
"COG2, STU1"
"CBF2, STU1"
"MES1, STU1"
"CWC22, STU1"
"BRL1, STU1"
"MET30, STU1"
"SEC24, STU1"
"ARP4, STU1"
"CDC6, STU1"
"PRI2, STU1"
"GFA1, STU1"
"RSC4, STU1"
"NTR2, STU1"
"GRC3, STU1"
"COF1, STU1"
"SSL1, STU1"
"NSE1, STU1"
"MSL5, STU1"
"STU1, UTP13"
"GSP1, STU1"
"STU1, YHC1"
"ERO1, STU1"
"CTF13, STU1"
"MED11, STU1"
"CEP3, STU1"
"ERG8, STU1"
"RNA1, STU1"
"PRP24, STU1"
"GCD10, STU1"
"RPC34, STU1"
"NOG2, STU1"
"BRX1, STU1"
"STU1, TPT1"
"NOP8, STU1"
"PFY1, STU1"
"DFR1, STU1"
"APC5, STU1"
"SEC63, STU1"
"PRT1, STU1"
"MRS6, STU1"
"STU1, ULP1"
"STU1, TIM50"
"GPI2, STU1"
"SEC16, STU1"
"RPN7, STU1"
"SNU56, STU1"
"STU1, UTP6"
"STU1, USE1"
"STU1, TAF6"
"CDC43, STU1"
"STU1, TFG2"
"SEC6, STU1"
"MOB1, STU1"
"PSF2, STU1"
"GWT1, STU1"
"STU1, TAH11"
"SDS22, STU1"
"PRP16, STU1"
"SEN2, STU1"
"CDC46, STU1"
"AFG2, STU1"
"STU1, TAF13"
"RIB2, STU1"
"ESA1, STU1"
"ALA1, STU1"
"RET3, STU1"
"MEX67, STU1"
"NIP7, STU1"
"DIB1, STU1"
"POL12, RFA1"
"CDC15, POL12"
"POL12, RFC5"
"EXO84, POL12"
"ALG1, POL12"
"CKS1, POL12"
"MAK5, POL12"
"CDC28, POL12"
"POL12, POP7"
"MED8, POL12"
"POL12, TAF5"
"CDC47, POL12"
"AME1, POL12"
"ENP1, POL12"
"POL12, SRB6"
"POL12, TRS20"
"KRR1, POL12"
"CDC10, POL12"
"POL12, RSC6"
"MCD1, POL12"
"POL12, RPT2"
"MPS1, POL12"
"POL12, PRP9"
"POL12, PRP11"
"POL12, RPN6"
"POL12, SNU23"
"CDC2, POL12"
"POL12, QRI1"
"NSE4, POL12"
"KIN28, POL12"
"CDC48, POL12"
"POL12, RPO21"
"POL12, RPN5"
"CDC36, POL12"
"CDC13, POL12"
"POL12, PSF1"
"POL12, RPC11"
"DBF4, POL12"
"MAK21, POL12"
"LCB2, POL12"
"POL12, STN1"
"POL12, SSS1"
"PDS1, POL12"
"POL12, TAF12"
"POL12, SUP35"
"POL12, SCC2"
"CDC1, POL12"
"CAB5, POL12"
"POL12, SPC19"
"MSS4, POL12"
"PCF11, POL12"
"FMN1, POL12"
"POL12, SNU56"
"POL12, TRS23"
"NSE3, POL12"
"GPI11, POL12"
"POL12, TFB1"
"FCF1, POL12"
"POL12, SPC110"
"BCP1, POL12"
"POL12, TFC6"
"POL12, RPT3"
"POL12, UTP5"
"POL12, RPB7"
"GPI19, POL12"
"POL12, UTP6"
"GUK1, POL12"
"POL12, SLD5"
"POL12, SMT3"
"POL12, RBA50"
"CAB1, POL12"
"POL12, TSC11"
"POL12, PUP3"
"POL12, RSP5"
"POL12, SCC4"
"COG3, POL12"
"CDC4, POL12"
"CAK1, POL12"
"MOB2, POL12"
"POL12, YPT1"
"ACT1, POL12"
"ECO1, POL12"
"POL12, RSC8"
"POL12, RET2"
"POL12, SCL1"
"POL12, STT3"
"POL12, RNA15"
"POL12, RPT6"
"ALG2, POL12"
"HSF1, POL12"
"POL12, SPC105"
"POL12, SRM1"
"POL12, TAF6"
"POL12, SLD3"
"CDC20, POL12"
"POL12, TIP20"
"GUS1, POL12"
"POL12, PRP18"
"POL12, SNU71"
"POL12, SMD1"
"POL12, PRP31"
"POL12, VAS1"
"DAM1, POL12"
"NUP57, POL12"
"MTR3, POL12"
"POL12, YIP1"
"OKP1, POL12"
"POL12, TYS1"
"POL12, ZPR1"
"CAB4, POL12"
"DED81, POL12"
"POL12, RPN1"
"BRL1, POL12"
"MED6, POL12"
"POL12, RRP3"
"POL12, SAM35"
"ORC6, POL12"
"DNA2, POL12"
"CDC23, POL12"
"POL12, SPC97"
"ERG9, POL12"
"CTF8, POL12"
"POL12, UTP9"
"ARC15, POL12"
"MOB1, POL12"
"NUP159, POL12"
"MCM10, POL12"
"PAN1, POL12"
"POL12, PRI1"
"POL12, PRE3"
"OST1, POL12"
"POL12, RPC17"
"POL12, RRN7"
"NUP192, POL12"
"POL12, PSF2"
"POL12, SMC3"
"EXO70, POL12"
"PAM16, POL12"
"GCD14, POL12"
"CDC6, POL12"
"POL12, PRP21"
"HYS2, POL12"
"POL12, SUI2"
"NUP85, POL12"
"POL12, SSC1"
"POL12, TAH11"
"CDC8, POL12"
"POL12, RFC2"
"CDC11, POL12"
"FIP1, POL12"
"NNF1, POL12"
"CDC16, POL12"
"POL12, PRI2"
"CSE4, POL12"
"ASK1, POL12"
"ABF1, POL12"
"POL12, RRN3"
"POL12, SNU114"
"POL12, TOR2"
"DAD2, POL12"
"ORC3, POL12"
"POL12, SSL1"
"NSE1, POL12"
"POL12, SDO1"
"POL12, STU2"
"FRS1, POL12"
"BOS1, POL12"
"POL12, SMC4"
"GAA1, POL12"
"ERG27, POL12"
"CDC45, POL12"
"CFT2, POL12"
"MAS1, POL12"
"EMG1, POL12"
"POL12, PWP1"
"POL12, SEC13"
"CDC123, POL12"
"POL12, UTP13"
"CDC46, POL12"
"GCD7, POL12"
"POL12, STT4"
"CDC3, POL12"
"POL12, RPP0"
"KAP95, POL12"
"POL12, SEC61"
"POL12, SMC6"
"POL12, SEN1"
"POL12, SEC39"
"NBP1, POL12"
"NSE5, POL12"
"ORC1, POL12"
"POB3, POL12"
"POL12, TAF13"
"POL12, SEC65"
"POL12, TAF8"
"PGA3, POL12"
"POL12, RSC9"
"POL12, TAP42"
"MCM1, POL12"
"ERB1, POL12"
"PDS5, POL12"
"POL12, UTP15"
"MED11, POL12"
"CEF1, POL12"
"POL12, RNA1"
"POL12, TAF9"
"POL12, RNT1"
"POL12, PRP24"
"LCB1, POL12"
"LST8, POL12"
"NOP2, POL12"
"GCD10, POL12"
"POL1, POL12"
"DCP2, POL12"
"POL12, SRV2"
"POL12, RPC34"
"POL12, SEC12"
"POL12, RFC4"
"MED7, POL12"
"HSP10, POL12"
"POL12, SGT1"
"OST2, POL12"
"POL12, RPO31"
"POL12, SMP3"
"POL12, RPB2"
"POL12, PUP1"
"MED4, POL12"
"POL12, TOA1"
"DED1, POL12"
"POL12, RPB8"
"MGE1, POL12"
"ESA1, POL12"
"APC5, POL12"
"CLP1, POL12"
"POL12, SEC63"
"POL12, RPT4"
"GCD1, POL12"
"GPN2, POL12"
"POL12, RRS1"
"MYO2, POL12"
"ALA1, POL12"
"KRE5, POL12"
"POL12, RPA190"
"POL12, PRE10"
"POL12, TFC8"
"GPI2, POL12"
"MOT1, POL12"
"POL12, SEC62"
"MEX67, POL12"
"NAB3, POL12"
"CET1, POL12"
"POL12, TIF6"
"HTS1, POL12"
"POL12, SEC8"
"DIB1, POL12"
"ASA1, POL12"
"POL12, SUA7"
"POL12, PRE2"
"POL12, RPN7"
"POL12, SPN1"
"ORC4, POL12"
"NUT2, POL12"
"POL12, PRP4"
"POL12, RPC82"
"CDC47, PRE7"
"PRE7, TRS20"
"CDC10, PRE7"
"MCD1, PRE7"
"APC11, PRE7"
"PRE7, PRP9"
"PRE7, SUB2"
"PRE7, RPN6"
"PRE7, SNU23"
"CDC2, PRE7"
"NSE4, PRE7"
"KIN28, PRE7"
"CDC48, PRE7"
"CDC53, PRE7"
"PRE7, RPO21"
"CCT4, PRE7"
"NOP14, PRE7"
"CDC36, PRE7"
"GLE1, PRE7"
"NHP2, PRE7"
"PRE7, TIM22"
"DAD1, PRE7"
"FAL1, PRE7"
"PRE7, RPC11"
"CDC34, PRE7"
"MAK21, PRE7"
"PRE7, SSS1"
"PRE7, RRP1"
"PRE7, SLU7"
"PRE7, SUP35"
"PRE7, SCC2"
"CDC1, PRE7"
"CCT6, PRE7"
"CAB5, PRE7"
"PRE7, TCP1"
"PCF11, PRE7"
"FMN1, PRE7"
"PRE7, SEC26"
"PRE7, TRS23"
"PRE7, RRP45"
"NSE3, PRE7"
"PRE7, TFB1"
"GPI8, PRE7"
"PRE7, SPC110"
"BCP1, PRE7"
"PRE7, RPT3"
"PRE7, UTP5"
"GPI19, PRE7"
"PRE7, UTP6"
"PRE7, SEC20"
"PRE7, RBA50"
"PRE7, PUP3"
"PRE7, RSP5"
"GDI1, PRE7"
"PRE7, SCC4"
"COG3, PRE7"
"CCA1, PRE7"
"PRE7, SMC1"
"CDC4, PRE7"
"ACT1, PRE7"
"PRE7, SEC53"
"PRE7, SAD1"
"ECO1, PRE7"
"CDC14, PRE7"
"CDC26, PRE7"
"PRE7, RSC8"
"PRE4, PRE7"
"PRE7, RPN12"
"PRE7, SCL1"
"PRE7, RNA15"
"PRE7, RPT6"
"PRE7, SPC105"
"PRE7, SRM1"
"PRE7, SLD3"
"CDC20, PRE7"
"CEG1, PRE7"
"PRE7, SEC27"
"GPI10, PRE7"
"PRE7, SPT16"
"PRE7, SWC4"
"PRE7, PRP18"
"PRE7, SMD1"
"DBF2, PRE7"
"PRE7, VAS1"
"ESP1, PRE7"
"DAM1, PRE7"
"NUP57, PRE7"
"MES1, PRE7"
"ERG11, PRE7"
"PRE7, YHR020W"
"BRL1, PRE7"
"MED6, PRE7"
"IPI1, PRE7"
"ORC6, PRE7"
"CIA2, PRE7"
"CDC23, PRE7"
"CTF8, PRE7"
"MET30, PRE7"
"NEO1, PRE7"
"ARC15, PRE7"
"PRE7, SEC6"
"MOB1, PRE7"
"PRE7, RHO3"
"MCM10, PRE7"
"PRE7, PRI1"
"PRE7, STS1"
"PRE7, RPC17"
"ARP4, PRE7"
"EXO70, PRE7"
"GWT1, PRE7"
"PAM16, PRE7"
"CDC6, PRE7"
"HYS2, PRE7"
"ESS1, PRE7"
"NUP85, PRE7"
"PRE7, RFC2"
"CDC11, PRE7"
"PRE7, YJR141W"
"PRE7, RAM2"
"PRE7, UGP1"
"CSE4, PRE7"
"MIF2, PRE7"
"PRE7, RRN3"
"PRE7, RPT1"
"PRE7, SNU114"
"PRE7, RSC4"
"BET3, PRE7"
"PRE7, PRP19"
"COF1, PRE7"
"PRE7, SSL1"
"PAM18, PRE7"
"PRE7, SDO1"
"PRE7, SED5"
"PRE7, RSC58"
"FRS1, PRE7"
"BOS1, PRE7"
"ERG27, PRE7"
"CFT2, PRE7"
"CLF1, PRE7"
"EMG1, PRE7"
"NMT1, PRE7"
"NOP56, PRE7"
"CDC123, PRE7"
"PRE7, UTP13"
"DBP9, PRE7"
"GCD7, PRE7"
"PRE7, YHC1"
"PRE7, RPP0"
"KAP95, PRE7"
"PRE7, SEC61"
"NBP1, PRE7"
"GAB1, PRE7"
"PRE7, PRP39"
"PRE7, RSE1"
"ORC1, PRE7"
"POB3, PRE7"
"BET5, PRE7"
"PRE7, RSC9"
"PRE7, TAP42"
"ERB1, PRE7"
"PDS5, PRE7"
"PRE7, SEC14"
"MED11, PRE7"
"PRE7, SPC24"
"CEP3, PRE7"
"ERG8, PRE7"
"PRE7, RNA1"
"PRE7, RNT1"
"LCB1, PRE7"
"LST8, PRE7"
"GCD10, PRE7"
"POL1, PRE7"
"DCP2, PRE7"
"KRE33, PRE7"
"PRE7, SRV2"
"PRE7, RPC34"
"PRE7, PRP2"
"PRE7, SEC12"
"DBP6, PRE7"
"DIS3, PRE7"
"PRE7, SMC5"
"PRE6, PRE7"
"PRE7, RIB2"
"HRP1, PRE7"
"MED7, PRE7"
"HSP10, PRE7"
"OST2, PRE7"
"PRE7, SMP3"
"PRE7, RPB2"
"PRE7, PUP1"
"MED4, PRE7"
"DED1, PRE7"
"MGE1, PRE7"
"DFR1, PRE7"
"APC5, PRE7"
"PRE7, SEC63"
"PRE7, RPT4"
"GPN2, PRE7"
"PRE7, YTM1"
"PRE7, RRS1"
"MYO2, PRE7"
"PRE7, RPA190"
"PRE10, PRE7"
"PRE7, TIM50"
"GPI2, PRE7"
"MOT1, PRE7"
"PRE7, SEC62"
"PRE7, TBF1"
"CDC60, PRE7"
"CET1, PRE7"
"NSL1, PRE7"
"PRE7, SUA7"
"PRE2, PRE7"
"PRE7, RPN7"
"PRE7, SGV1"
"PRE7, PRP4"
"CDC19, SEC17"
"RFA1, SEC17"
"CKS1, SEC17"
"CDC28, SEC17"
"MED8, SEC17"
"SEC17, TAF5"
"CDC47, SEC17"
"ARC40, SEC17"
"PRP5, SEC17"
"SEC17, TRS20"
"KRR1, SEC17"
"CDC10, SEC17"
"CDC7, SEC17"
"MPS1, SEC17"
"PRP9, SEC17"
"PRP11, SEC17"
"LUC7, SEC17"
"CDC2, SEC17"
"QRI1, SEC17"
"NSE4, SEC17"
"CDC48, SEC17"
"RPO21, SEC17"
"RPN5, SEC17"
"NOP14, SEC17"
"CDC36, SEC17"
"SEC17, SEC31"
"NHP2, SEC17"
"PSF1, SEC17"
"FAL1, SEC17"
"HEM13, SEC17"
"DBF4, SEC17"
"MAK21, SEC17"
"RPS13, SEC17"
"SEC17, SSS1"
"SEC17, SLU7"
"PDS1, SEC17"
"SEC1, SEC17"
"SEC17, SUP35"
"SCC2, SEC17"
"CDC1, SEC17"
"SEC17, SLY1"
"MSS4, SEC17"
"PCF11, SEC17"
"FMN1, SEC17"
"SEC17, SEC26"
"PRP28, SEC17"
"SEC17, TRS23"
"RRP45, SEC17"
"NSE3, SEC17"
"GPI11, SEC17"
"SEC17, TFB1"
"SEC17, YCG1"
"GPI8, SEC17"
"SEC17, SPC110"
"BCP1, SEC17"
"SEC17, TFC6"
