"pair"
"CDC35, NOP14"
"CDC35, NHP2"
"CDC35, HEM13"
"CDC35, DBF4"
"CDC34, CDC35"
"CDC35, MAK21"
"CDC35, RPS13"
"CDC35, PDC2"
"CDC35, RRP1"
"CDC35, SLU7"
"CDC35, RLI1"
"CDC35, SEC1"
"CDC35, SEC5"
"CDC35, SUP35"
"CDC35, SLY1"
"CDC35, SEC26"
"CDC35, RRP45"
"CDC35, NSE3"
"CDC35, FCF1"
"CDC35, UTP5"
"CDC35, SYF1"
"CDC35, GPI19"
"CDC35, UTP6"
"CDC35, SNM1"
"CDC35, SEC20"
"CDC35, TSC11"
"CDC35, PUP3"
"CDC35, GDI1"
"CDC35, GNA1"
"CAK1, CDC35"
"CDC35, MOB2"
"CDC14, CDC35"
"CDC35, SCL1"
"CDC35, CEG1"
"CDC35, CDC43"
"CDC35, SPT16"
"CDC35, TFC4"
"CDC35, DBF2"
"CDC35, NOP7"
"CDC35, COG2"
"CDC35, CRM1"
"CDC35, MES1"
"BRL1, CDC35"
"CDC35, RRP3"
"CDC12, CDC35"
"CDC35, ORC6"
"CDC35, DNA2"
"CDC35, GPI16"
"CDC35, CTF8"
"CDC35, UTP9"
"CDC35, SHQ1"
"CDC35, NUP159"
"CDC35, PAN1"
"CDC35, STS1"
"CDC35, RAM2"
"CDC35, MAK11"
"CDC35, MIF2"
"ABF1, CDC35"
"CDC35, RRN3"
"CDC35, RPT1"
"CDC35, TOR2"
"CDC35, NTR2"
"BET3, CDC35"
"CDC35, RPF2"
"CDC35, ORC3"
"CDC35, SOF1"
"CDC35, GRC3"
"CDC35, COF1"
"CDC35, NOC3"
"CDC35, SSL1"
"CDC35, NSE1"
"CDC35, SDO1"
"CDC35, SED5"
"CDC35, STU2"
"BOS1, CDC35"
"CDC35, SMC4"
"CDC35, CFT2"
"CDC35, MSL5"
"CDC35, PWP1"
"CDC35, NOP56"
"CDC35, SEC22"
"CDC35, GSP1"
"CDC35, YHC1"
"CDC3, CDC35"
"CDC35, TAD3"
"CDC35, RPP0"
"CDC35, KAP95"
"CDC35, SEC39"
"CDC35, GAB1"
"CDC35, RSE1"
"CDC35, ORC1"
"CDC35, POB3"
"CDC35, TAF8"
"CDC35, PGA3"
"CDC35, ERG13"
"CDC35, RSC9"
"CDC35, ERO1"
"CDC35, TAF4"
"CDC35, ERB1"
"CDC35, RNA14"
"CDC35, SEC14"
"CDC35, UTP15"
"CDC35, CEP3"
"CDC35, RRP5"
"CDC35, RNA1"
"CDC35, TAF9"
"CDC35, PRP24"
"CDC35, GPI12"
"CDC35, LCB1"
"CDC35, LIP1"
"CDC35, RLP7"
"CDC35, LST8"
"CDC35, GPI15"
"CDC35, NOP2"
"CDC35, POL1"
"CDC35, KRE33"
"CDC35, SRV2"
"CDC35, DBP6"
"CDC35, TPT1"
"CDC35, HSP10"
"CDC35, SGT1"
"CDC35, UFE1"
"CDC35, RPO31"
"CDC35, PFY1"
"CDC35, RPB8"
"CDC35, DFR1"
"CDC35, GCD1"
"CDC35, PRE10"
"CDC35, TFC8"
"CDC35, ULP1"
"CDC35, GPI2"
"CDC35, SEC62"
"CDC35, TBF1"
"CDC35, NAB3"
"CDC35, NSL1"
"CDC35, RVB2"
"CDC35, DIM1"
"CDC35, TIF6"
"CDC35, MCM4"
"CDC35, SUA7"
"CDC35, PRE2"
"CDC35, RPN7"
"CDC35, SGV1"
"CDC35, NUT2"
"CDC35, SEC23"
"EFB1, NOP9"
"CDC15, NOP9"
"NOP9, STU1"
"NOP9, POL12"
"NOP9, SEC17"
"ILS1, NOP9"
"CDC27, NOP9"
"NOP9, PKC1"
"IPP1, NOP9"
"CDS1, NOP9"
"NOP9, ORC2"
"EXO84, NOP9"
"CMD1, NOP9"
"CKS1, NOP9"
"CDC28, NOP9"
"MED8, NOP9"
"NOP9, TAF5"
"AME1, NOP9"
"CDC10, NOP9"
"MCD1, NOP9"
"APC11, NOP9"
"CDC7, NOP9"
"NOP9, PRP11"
"FAD1, NOP9"
"NOP9, USO1"
"NOP9, RPN6"
"CDC2, NOP9"
"NOP9, NSE4"
"KIN28, NOP9"
"CDC48, NOP9"
"CDC53, NOP9"
"NOP9, RPO21"
"CCT4, NOP9"
"COP1, NOP9"
"NOP9, RPN5"
"CDC13, NOP9"
"DAD1, NOP9"
"NOP9, RPC11"
"DBF4, NOP9"
"CDC34, NOP9"
"LCB2, NOP9"
"NOP9, STN1"
"NOP9, RRP1"
"NOP9, SLU7"
"APC4, NOP9"
"NOP9, TAF12"
"NOP9, SEC5"
"NOP9, SUP35"
"CDC1, NOP9"
"CCT6, NOP9"
"NOP9, SLY1"
"NOP9, PCF11"
"FMN1, NOP9"
"NOP9, SEC26"
"NOP9, NSE3"
"GPI11, NOP9"
"NOP9, RSC3"
"GPI8, NOP9"
"FCF1, NOP9"
"NOP9, SPC110"
"FRQ1, NOP9"
"NOP9, UTP5"
"GPI17, NOP9"
"GPI19, NOP9"
"GUK1, NOP9"
"NOP9, TFB3"
"NOP9, SNM1"
"NOP9, SLD5"
"NOP9, SEC20"
"NOP9, SMT3"
"CAB1, NOP9"
"NOP9, TSC11"
"NOP9, RSP5"
"GLC7, NOP9"
"GDI1, NOP9"
"NOP9, SCC4"
"COG3, NOP9"
"CDC4, NOP9"
"MOB2, NOP9"
"ACT1, NOP9"
"NOP9, SEC53"
"NOP9, RPN11"
"CDC14, NOP9"
"NOP9, RSC8"
"NOP9, RET2"
"NOP9, RPN12"
"NOP9, SCL1"
"NOP9, STT3"
"NOP9, RNA15"
"ALG13, NOP9"
"NOP9, RPT6"
"NBP35, NOP9"
"NOP9, SPC105"
"NOP9, SRM1"
"NOP9, SLD3"
"NOP9, PRP43"
"GPI10, NOP9"
"NOP9, PRP31"
"DAM1, NOP9"
"NOP9, NUP57"
"CBF2, NOP9"
"MTR3, NOP9"
"NOP9, YIP1"
"CRM1, NOP9"
"NOP9, SDA1"
"MES1, NOP9"
"ERG11, NOP9"
"MAS2, NOP9"
"NOP9, RPN1"
"BRL1, NOP9"
"BCD1, NOP9"
"MED6, NOP9"
"NOP9, RRP3"
"NOP9, RRP4"
"IPI1, NOP9"
"NOP9, ORC6"
"DNA2, NOP9"
"CTF8, NOP9"
"NOP9, UTP9"
"NOP9, TIM44"
"MET30, NOP9"
"NEO1, NOP9"
"ARC15, NOP9"
"NOP9, SEC6"
"MOB1, NOP9"
"MCM10, NOP9"
"NOP9, PAN1"
"NOP9, PRI1"
"NOP9, STS1"
"MAK11, NOP9"
"NOP9, UGP1"
"NOP9, PRI2"
"ASK1, NOP9"
"NOP9, YJU2"
"NOP9, RRN3"
"NOP9, RPT1"
"BET3, NOP9"
"NOP9, PRP19"
"COF1, NOP9"
"NOP9, NSE1"
"NOP9, SPC3"
"BOS1, NOP9"
"NOP9, SMC4"
"ERG27, NOP9"
"CDC45, NOP9"
"CFT2, NOP9"
"MSL5, NOP9"
"NMT1, NOP9"
"NOP9, SEC13"
"NOP9, UTP13"
"NOP9, SEC22"
"CDC46, NOP9"
"GCD7, NOP9"
"NOP9, YHC1"
"NOP9, TAD3"
"KAP95, NOP9"
"NOP9, SEC61"
"AFG2, NOP9"
"GAB1, NOP9"
"NOP9, RSE1"
"NOP9, ORC1"
"BET5, NOP9"
"NOP9, TAF4"
"NOP9, SEC59"
"NOP9, PDS5"
"NOP9, UTP15"
"CTF13, NOP9"
"NOP9, SPC24"
"NOP9, VTI1"
"CEF1, NOP9"
"NOP9, RNA1"
"NOP9, PRP24"
"HAS1, NOP9"
"LCB1, NOP9"
"LST8, NOP9"
"NOP2, NOP9"
"NOP9, POL1"
"DCP2, NOP9"
"KRE33, NOP9"
"NOP9, SRV2"
"NOP9, TIM23"
"ARC35, NOP9"
"MVD1, NOP9"
"NOP9, PRE6"
"HRP1, NOP9"
"MED7, NOP9"
"HSP10, NOP9"
"NOP9, OST2"
"NOP9, PFY1"
"NOP9, THI80"
"NOP9, SMP3"
"NOP9, RPB2"
"MED4, NOP9"
"LAS17, NOP9"
"NOP9, TOA1"
"DED1, NOP9"
"DFR1, NOP9"
"APC5, NOP9"
"NOP9, SEC63"
"NOP9, RPT4"
"GCD1, NOP9"
"MYO2, NOP9"
"KRE5, NOP9"
"NOP9, PRE10"
"MRS6, NOP9"
"GPI2, NOP9"
"MOT1, NOP9"
"NOP9, SEC62"
"MEX67, NOP9"
"NAB3, NOP9"
"HRR25, NOP9"
"CET1, NOP9"
"NOP9, RVB2"
"NOP9, TIF6"
"NOP9, SUA7"
"NOP9, SRP54"
"NOP9, PRE2"
"NOP9, SGV1"
"NOP9, PRP4"
"NOP9, SEC23"
"NOP9, RPC82"
"NOP9, PRE7"
"NOP9, TSC3"
"NOP9, SPP381"
"KRR1, NOP9"
"NOP9, TSC13"
"NOP9, PRP9"
"LUC7, NOP9"
"NHP2, NOP9"
"FAL1, NOP9"
"NOP9, RPS13"
"CDC37, NOP9"
"NOP9, PRP28"
"NOP9, TFB1"
"BCP1, NOP9"
"NOP9, TFC6"
"NOP9, RPB7"
"NOP9, SYF1"
"NOP9, UTP6"
"NOP9, SMC1"
"GNA1, NOP9"
"NOP9, PRE4"
"NOP9, USE1"
"CDC20, NOP9"
"GUS1, NOP9"
"NOP9, PRP18"
"NOP9, SNU71"
"DBF2, NOP9"
"NOP9, TEL2"
"NOP9, ZPR1"
"NOP9, TAF1"
"CWC22, NOP9"
"NOP9, SAM35"
"BIG1, NOP9"
"NOP9, SHQ1"
"MIF2, NOP9"
"GFA1, NOP9"
"ABF1, NOP9"
"NOP9, YKT6"
"NOP9, TOR2"
"GRC3, NOP9"
"NOP9, SSL1"
"NOP9, SED5"
"NOP9, RSC58"
"EMG1, NOP9"
"NOP56, NOP9"
"NBP1, NOP9"
"NOP9, POB3"
"ERB1, NOP9"
"NOP9, RRP5"
"GPI15, NOP9"
"GCD10, NOP9"
"NOP9, TPT1"
"CDC21, NOP9"
"NOP9, SEC16"
"NIP7, NOP9"
"ARP7, NOP9"
"DIB1, NOP9"
"ASA1, NOP9"
"CCT3, TFC3"
"CCT3, MTW1"
"CCT3, CDC19"
"CCT3, CDC24"
"CCT3, CDC15"
"CCT3, STU1"
"CCT3, PKC1"
"CCT3, ORC2"
"CCT3, EXO84"
"CCT3, CMD1"
"CCT3, TFC1"
"CCT3, CKS1"
"CCT3, CDC28"
"CCT3, MED8"
"CCT3, PGI1"
"CCT3, TAF5"
"ABD1, CCT3"
"CCT3, SRB6"
"CCT3, KRR1"
"CCT3, CDC10"
"CCT3, MCD1"
"APC11, CCT3"
"CCT3, NOP1"
"CCT3, RPN6"
"CCT3, QRI1"
"CCT3, NSE4"
"CCT3, CDC48"
"CCT3, RPO21"
"CCT3, CCT4"
"CCT3, COP1"
"CCT3, RPN5"
"CCT3, DAD1"
"CCT3, FAL1"
"CCT3, RPC11"
"CCT3, DBF4"
"CCT3, LCB2"
"CCT3, STN1"
"CCT3, PDS1"
"CCT3, TAF12"
"CCT3, SUP35"
"CCT3, CDC1"
"CCT3, CCT6"
"CCT3, SLY1"
"CCT3, MSS4"
"CCT3, PCF11"
"CCT3, SEC26"
"CCT3, SNU56"
"CCT3, PRP28"
"CCT3, TRS23"
"CCT3, NSE3"
"CCT3, SRP101"
"CCT3, GPI11"
"CCT3, RSC3"
"CCT3, GPI8"
"CCT3, SPC110"
"CCT3, RPT3"
"CCT3, UTP5"
"CCT3, SYF1"
"CCT3, GPI17"
"CCT3, GPI19"
"CCT3, GUK1"
"CCT3, SNM1"
"CCT3, SEC20"
"CCT3, TSC11"
"CCT3, PUP3"
"CCT3, RSP5"
"CCT3, GLC7"
"CCT3, GDI1"
"CCT3, COG3"
"CCT3, SEC4"
"CCT3, CDC4"
"CCT3, MOB2"
"CCT3, YPT1"
"ACT1, CCT3"
"CCT3, SEC53"
"CCT3, RPN11"
"CCT3, ECO1"
"CCT3, RSC8"
"CCT3, PRE4"
"CCT3, RPN12"
"CCT3, SCL1"
"CCT3, STT3"
"CCT3, RNA15"
"CCT3, RPT6"
"ALG2, CCT3"
"CCT3, NBP35"
"CCT3, SLD3"
"CCT3, PRP43"
"CCT3, CEG1"
"CCT3, GPI10"
"CCT3, CDC43"
"CCT3, SWC4"
"CCT3, PRP18"
"CCT3, SNU71"
"CCT3, DBF2"
"CCT3, NOP7"
"CCT3, DAM1"
"CCT3, COG2"
"CBF2, CCT3"
"CCT3, MTR3"
"CCT3, YIP1"
"CCT3, TYS1"
"CCT3, SKI6"
"CCT3, GPI1"
"CCT3, CRM1"
"CCT3, MES1"
"CCT3, ERG11"
"CCT3, YHR020W"
"CCT3, MAS2"
"CCT3, RPN1"
"CCT3, MED6"
"BIG1, CCT3"
"CCT3, CDC12"
"CCT3, DNA2"
"CCT3, KOG1"
"CCT3, CTF8"
"CCT3, UTP9"
"CCT3, NEO1"
"ARC15, CCT3"
"CCT3, SEC6"
"CCT3, MCM10"
"CCT3, PAN1"
"CCT3, STS1"
"CCT3, KRE9"
"CCT3, MAK11"
"CCT3, CDC16"
"CCT3, URA6"
"ABF1, CCT3"
"CCT3, RPT1"
"CCT3, SDS22"
"CCT3, RSC4"
"CCT3, NTR2"
"CCT3, PRP16"
"CCT3, SOF1"
"CCT3, COF1"
"CCT3, SED5"
"CCT3, RSC58"
"CCT3, STU2"
"CCT3, FRS1"
"BOS1, CCT3"
"CCT3, SMC4"
"CCT3, ERG27"
"CCT3, MSL5"
"CCT3, EMG1"
"CCT3, NOP56"
"CCT3, UTP13"
"CCT3, CDC42"
"CCT3, GCD7"
"CCT3, GSP1"
"CCT3, YHC1"
"CCT3, STT4"
"CCT3, CDC3"
"CCT3, TAD3"
"CCT3, KAP95"
"CCT3, SEN1"
"CCT3, SEC39"
"CCT3, GAB1"
"CCT3, NSE5"
"CCT3, PRP39"
"CCT3, POB3"
"BET5, CCT3"
"CCT3, RSC9"
"CCT3, ERB1"
"CCT3, RNA14"
"CCT3, SEC14"
"CCT3, UTP15"
"CCT3, SPC24"
"CCT3, CEP3"
"CCT3, VTI1"
"CCT3, TAF9"
"CCT3, PRP24"
"CCT3, GPI12"
"CCT3, LCB1"
"CCT3, LIP1"
"CCT3, POL1"
"CCT3, KRE33"
"CCT3, SRV2"
"CCT3, RPC34"
"ARC35, CCT3"
"CCT3, MVD1"
"CCT3, NUF2"
"CCT3, HRP1"
"CCT3, MED7"
"CCT3, SGT1"
"CCT3, CDC21"
"CCT3, PFY1"
"CCT3, SMP3"
"CCT3, RPB2"
"CCT3, PUP1"
"CCT3, MED4"
"CCT3, LAS17"
"CCT3, TOA1"
"CCT3, DED1"
"CCT3, DFR1"
"CCT3, ESA1"
"APC5, CCT3"
"CCT3, SEC63"
"CCT3, RPT4"
"CCT3, MYO2"
"ALA1, CCT3"
"CCT3, KRE5"
"CCT3, RPA190"
"CCT3, PRE10"
"CCT3, ULP1"
"CCT3, TIM50"
"CCT3, MOT1"
"CCT3, TBF1"
"CCT3, HRR25"
"CCT3, IPL1"
"CCT3, NIP7"
"CCT3, NSL1"
"CCT3, DIM1"
"CCT3, TIF6"
"CCL1, CCT3"
"CCT3, HTS1"
"ASA1, CCT3"
"CCT3, SUA7"
"CCT3, PRE2"
"CCT3, RPN7"
"CCT3, SGV1"
"CCT3, NUT2"
"CCT3, PRP4"
"CCT3, DPM1"
"MAK16, RRN7"
"LSM2, RRN7"
"ERD2, RRN7"
"BRN1, RRN7"
"GPI18, RRN7"
"IPP1, RRN7"
"CDS1, RRN7"
"RRN7, TSC3"
"ORC2, RRN7"
"EXO84, RRN7"
"CKS1, RRN7"
"CDC47, RRN7"
"ENP1, RRN7"
"APC11, RRN7"
"CDC2, RRN7"
"RPO21, RRN7"
"RPN5, RRN7"
"NOP14, RRN7"
"RRN7, YRB1"
"CDC34, RRN7"
"PDC2, RRN7"
"RRN7, STN1"
"RRN7, RRP1"
"RRN7, TAF12"
"RRN7, SEC1"
"RRN7, SUP35"
"NSE3, RRN7"
"GPI11, RRN7"
"RRN7, TFB1"
"GPI8, RRN7"
"RRN7, TFC6"
"RRN7, UTP5"
"GPI17, RRN7"
"PUP3, RRN7"
"RRN7, SPT15"
"RRN7, SMC1"
"RRN7, SAD1"
"CDC14, RRN7"
"ERG26, RRN7"
"RRN7, STT3"
"DUO1, RRN7"
"CDC20, RRN7"
"PRP43, RRN7"
"CEG1, RRN7"
"RRN7, TFG2"
"PRP18, RRN7"
"PRP38, RRN7"
"PRP31, RRN7"
"DAM1, RRN7"
"NUP57, RRN7"
"RRN7, SKI6"
"ERG11, RRN7"
"DED81, RRN7"
"RPN1, RRN7"
"RRN7, RRP3"
"IPI1, RRN7"
"RPF1, RRN7"
"DNA2, RRN7"
"NEO1, RRN7"
"CAB2, RRN7"
"MOB1, RRN7"
"PRI1, RRN7"
"RRN7, STS1"
"CDC16, RRN7"
"RRN7, UGP1"
"PRI2, RRN7"
"RRN7, RSC4"
"RPF2, RRN7"
"PRP16, RRN7"
"COF1, RRN7"
"NOC3, RRN7"
"RRN7, SSL1"
"RRN7, SDO1"
"RRN7, STU2"
"RRN7, SPC3"
"BOS1, RRN7"
"RRN7, SMC4"
"RRN7, SEC22"
"DBP9, RRN7"
"RRN7, YHC1"
"RRN7, SMC6"
"NBP1, RRN7"
"GAB1, RRN7"
"RRN7, RSE1"
"POB3, RRN7"
"ERG13, RRN7"
"RRN7, TAF4"
"ERB1, RRN7"
"PRP24, RRN7"
"GPI12, RRN7"
"LCB1, RRN7"
"LIP1, RRN7"
"RLP7, RRN7"
"LST8, RRN7"
"GPI15, RRN7"
"NOP2, RRN7"
"GCD10, RRN7"
"POL1, RRN7"
"KRE33, RRN7"
"RRN7, SRV2"
"RPC34, RRN7"
"RRN7, SEC12"
"MVD1, RRN7"
"NOG2, RRN7"
"DIS3, RRN7"
"NOP8, RRN7"
"CDC21, RRN7"
"RRN7, SMP3"
"PUP1, RRN7"
"LAS17, RRN7"
"DED1, RRN7"
"RPT4, RRN7"
"RRN7, YTM1"
"RRN7, RRS1"
"MYO2, RRN7"
"RPA190, RRN7"
"RRN7, TIM50"
"RRN7, TBF1"
"MEX67, RRN7"
"NAB3, RRN7"
"IPL1, RRN7"
"NIP7, RRN7"
"CET1, RRN7"
"RRN7, RVB2"
"RRN7, TIF6"
"ASA1, RRN7"
"PRE2, RRN7"
"RPN7, RRN7"
"RRN7, SPN1"
"ORC4, RRN7"
"NUT2, RRN7"
"HCA4, MTW1"
"CDC24, HCA4"
"CDC15, HCA4"
"HCA4, STU1"
"HCA4, POL12"
"HCA4, SEC17"
"HCA4, ILS1"
"CDC27, HCA4"
"HCA4, PKC1"
"HCA4, IPP1"
"CDS1, HCA4"
"HCA4, ORC2"
"HCA4, RPG1"
"EXO84, HCA4"
"CMD1, HCA4"
"GRS1, HCA4"
"CKS1, HCA4"
"HCA4, MAK5"
"HCA4, SLI15"
"CDC28, HCA4"
"HCA4, MED8"
"HCA4, PGI1"
"HCA4, TAF5"
"HCA4, TRS20"
"HCA4, KRR1"
"CDC10, HCA4"
"HCA4, MCD1"
"APC11, HCA4"
"HCA4, UBC9"
"HCA4, NSE4"
"HCA4, KIN28"
"HCA4, RPO21"
"CCT4, HCA4"
"COP1, HCA4"
"HCA4, NOP14"
"GLE1, HCA4"
"HCA4, TIM22"
"DAD1, HCA4"
"FAL1, HCA4"
"DBF4, HCA4"
"HCA4, STN1"
"HCA4, SSS1"
"HCA4, PDS1"
"APC4, HCA4"
"HCA4, TAF12"
"HCA4, SUP35"
"CDC1, HCA4"
"CCT6, HCA4"
"HCA4, SLY1"
"FMN1, HCA4"
"HCA4, SEC26"
"HCA4, NSE3"
"GPI11, HCA4"
"HCA4, SPC110"
"BCP1, HCA4"
"FRQ1, HCA4"
"GPI17, HCA4"
"GPI19, HCA4"
"HCA4, TFB3"
"HCA4, SEC20"
"HCA4, SMT3"
"CAB1, HCA4"
"HCA4, TSC11"
"HCA4, RSP5"
"HCA4, SCC4"
"HCA4, SPT15"
"HCA4, SEC4"
"CDC4, HCA4"
"HCA4, MOB2"
"ACT1, HCA4"
"HCA4, RPN11"
"HCA4, SAD1"
"HCA4, STT3"
"HCA4, RNA15"
"HCA4, NBP35"
"HCA4, SRM1"
"HCA4, SLD3"
"CEG1, HCA4"
"HCA4, NUP57"
"HCA4, MTR3"
"HCA4, YIP1"
"CRM1, HCA4"
"HCA4, YHR020W"
"BRL1, HCA4"
"HCA4, MED6"
"HCA4, SAM35"
"CDC12, HCA4"
"HCA4, ORC6"
"CIA2, HCA4"
"ERG9, HCA4"
"CTF8, HCA4"
"HCA4, TIM44"
"HCA4, MET30"
"HCA4, NEO1"
"ARC15, HCA4"
"HCA4, SEC6"
"HCA4, SHQ1"
"HCA4, MOB1"
"HCA4, MCM10"
"HCA4, PAN1"
"HCA4, PRI1"
"HCA4, STS1"
"HCA4, YJR141W"
"HCA4, MAK11"
"CDC16, HCA4"
"HCA4, RPT1"
"HCA4, SNU114"
"HCA4, NTR2"
"BET3, HCA4"
"HCA4, PAM18"
"BOS1, HCA4"
"HCA4, SMC4"
"ERG27, HCA4"
"CFT2, HCA4"
"HCA4, NMT1"
"HCA4, UTP13"
"CDC42, HCA4"
"HCA4, SEC22"
"CDC46, HCA4"
"GSP1, HCA4"
"HCA4, YHC1"
"HCA4, TAD3"
"HCA4, KAP95"
"HCA4, SEC61"
"HCA4, SEN1"
"HCA4, PRP39"
"HCA4, RSE1"
"HCA4, ORC1"
"HCA4, POB3"
"ERG13, HCA4"
"HCA4, RNA14"
"HCA4, UTP15"
"CEP3, HCA4"
"CEF1, HCA4"
"HCA4, RRP5"
"HCA4, RNT1"
"HCA4, PRP24"
"HAS1, HCA4"
"HCA4, LCB1"
"GPI15, HCA4"
"HCA4, NOP2"
"HCA4, POL1"
"DCP2, HCA4"
"HCA4, KRE33"
"HCA4, TIM23"
"ARC35, HCA4"
"HCA4, MVD1"
"HCA4, SMC5"
"HCA4, MED7"
"HCA4, HSP10"
"HCA4, RAT1"
"CDC21, HCA4"
"HCA4, OST2"
"HCA4, PFY1"
"HCA4, SMP3"
"HCA4, PUP1"
"HCA4, LAS17"
"HCA4, RPB8"
"DFR1, HCA4"
"APC5, HCA4"
"HCA4, SEC63"
"HCA4, KRE5"
"HCA4, NOP4"
"HCA4, SEC62"
"HCA4, NAB3"
"HCA4, HRR25"
"CET1, HCA4"
"ASA1, HCA4"
"HCA4, RPN7"
"HCA4, SGV1"
"HCA4, NUT2"
"HCA4, PRP4"
"HCA4, SEC23"
"DPM1, HCA4"
"HCA4, RPC82"
"AAR2, HCA4"
"HCA4, SEC18"
"HCA4, TSC13"
"CDC48, HCA4"
"CDC36, HCA4"
"HCA4, RPS13"
"HCA4, SLU7"
"HCA4, TCP1"
"GPI8, HCA4"
"FCF1, HCA4"
"HCA4, UTP5"
"HCA4, RPB7"
"HCA4, UTP6"
"GUK1, HCA4"
"COG3, HCA4"
"CDC14, HCA4"
"HCA4, PRE4"
"HCA4, SCL1"
"HCA4, TFG2"
"HCA4, SMD1"
"HCA4, OKP1"
"HCA4, MAS2"
"HCA4, RPN1"
"DNA2, HCA4"
"CDC23, HCA4"
"HCA4, PRI2"
"ASK1, HCA4"
"HCA4, HYM1"
"HCA4, SDS22"
"HCA4, YKT6"
"HCA4, TOR2"
"HCA4, ORC3"
"HCA4, PRP19"
"HCA4, SDO1"
"EMG1, HCA4"
"HCA4, YLR317W"
"HCA4, NBP1"
"GAB1, HCA4"
"HCA4, VTI1"
"HCA4, ROT1"
"HCA4, RNA1"
"HCA4, NOG2"
"HCA4, THI80"
"HCA4, RPB2"
"HCA4, MED4"
"DED1, HCA4"
"ESA1, HCA4"
"GCD1, HCA4"
"HCA4, RRS1"
"HCA4, RPA190"
"HCA4, ULP1"
"HCA4, TIM50"
"GPI2, HCA4"
"HCA4, IPL1"
"HCA4, NSL1"
"HCA4, SUA7"
"HCA4, RDS3"
"KAR2, RFA1"
"ERD2, KAR2"
"ALG1, KAR2"
"KAR2, SPP381"
"KAR2, SLI15"
"KAR2, POP7"
"ARP2, KAR2"
"KAR2, LUC7"
"GPI11, KAR2"
"GPI8, KAR2"
"FRQ1, KAR2"
"GPI17, KAR2"
"KAR2, MOB2"
"KAR2, RPN11"
"KAR2, SPC105"
"CDC43, KAR2"
"KAR2, PRP18"
"KAR2, MTR3"
"ERG11, KAR2"
"KAR2, UTP9"
"KAR2, MAK11"
"ABF1, KAR2"
"KAR2, SNU114"
"KAR2, YKT6"
"KAR2, RSC4"
"KAR2, SSL1"
"KAR2, RSC58"
"KAR2, SPC3"
"GAA1, KAR2"
"KAR2, MSL5"
"DBP9, KAR2"
"KAR2, SEC61"
"GAB1, KAR2"
"ERO1, KAR2"
"KAR2, ROT1"
"CEF1, KAR2"
"KAR2, RNA1"
"GPI12, KAR2"
"KAR2, LCB1"
"KAR2, LIP1"
"GPI15, KAR2"
"KAR2, NOP2"
"DCP2, KAR2"
"KAR2, SRV2"
"KAR2, SEC12"
"ARC35, KAR2"
"KAR2, MVD1"
"KAR2, TPT1"
"KAR2, OST2"
"KAR2, PFY1"
"KAR2, SMP3"
"KAR2, MED4"
"KAR2, LAS17"
"DFR1, KAR2"
"ESA1, KAR2"
"KAR2, SEC63"
"KAR2, RPT4"
"GPN2, KAR2"
"ALA1, KAR2"
"KAR2, KRE5"
"GPI2, KAR2"
"KAR2, SEC62"
"KAR2, NIP7"
"KAR2, SPN1"
"KAR2, SGV1"
"KAR2, NUT2"
"KAR2, PRP4"
"CDC24, TAD2"
"PRE7, TAD2"
"SEC17, TAD2"
"CDS1, TAD2"
"TAD2, TFC1"
"MAK5, TAD2"
"SLI15, TAD2"
"CDC47, TAD2"
"MPS1, TAD2"
"PRP9, TAD2"
"PRP11, TAD2"
"TAD2, USO1"
"RPN6, TAD2"
"KIN28, TAD2"
"CDC48, TAD2"
"RPO21, TAD2"
"RPN5, TAD2"
"LCB2, TAD2"
"PDC2, TAD2"
"STN1, TAD2"
"SEC1, TAD2"
"SEC5, TAD2"
"CCT6, TAD2"
"FMN1, TAD2"
"SNU56, TAD2"
"TAD2, TRS23"
"FCF1, TAD2"
"TAD2, UTP5"
"CAB1, TAD2"
"GDI1, TAD2"
"SMC1, TAD2"
"MOB2, TAD2"
"SEC53, TAD2"
"RPN12, TAD2"
"TAD2, TAF6"
"SEC27, TAD2"
"TAD2, TIP20"
"GUS1, TAD2"
"PRP18, TAD2"
"ESP1, TAD2"
"TAD2, YIP1"
"SDA1, TAD2"
"SAM35, TAD2"
"CDC12, TAD2"
"CDC23, TAD2"
"KOG1, TAD2"
"CTF8, TAD2"
"NUP159, TAD2"
"MAK11, TAD2"
"SNU114, TAD2"
"BET3, TAD2"
"DAD2, TAD2"
"CDC123, TAD2"
"CDC46, TAD2"
"DBP9, TAD2"
"GCD7, TAD2"
"TAD2, YHC1"
"TAD2, TAD3"
"TAD2, YLR317W"
"SEC39, TAD2"
"POB3, TAD2"
"TAD2, TAF4"
"TAD2, TAP42"
"RNA14, TAD2"
"PDS5, TAD2"
"CTF13, TAD2"
"MED11, TAD2"
"CEP3, TAD2"
"LIP1, TAD2"
"NOP2, TAD2"
"SEC12, TAD2"
"ARC35, TAD2"
"MVD1, TAD2"
"NOG2, TAD2"
"NUF2, TAD2"
"MED7, TAD2"
"TAD2, THI80"
"RPB2, TAD2"
"DED1, TAD2"
"DFR1, TAD2"
"ESA1, TAD2"
"CLP1, TAD2"
"KRE5, TAD2"
"CET1, TAD2"
"TAD2, TIF6"
"ARP7, TAD2"
"SRP54, TAD2"
"RDS3, TAD2"
"NUT2, TAD2"
"MTR4, TFC3"
"MAK16, MTR4"
"LSM2, MTR4"
"MTR4, PRE7"
"CDC27, MTR4"
"BRN1, MTR4"
"MTR4, ORC2"
"CMD1, MTR4"
