"from","to","weight","activation","EC50","n"
"GLN3","GLN1",1,TRUE,0.491831289092079,1.45460189501755
"GLN3","GLT1",1,TRUE,0.417358677880839,1.58186781853205
"GLN3","PRB1",1,TRUE,0.534810471674427,1.45761288146721
"GLN3","PUT1",1,TRUE,0.533489889046177,1.52029644250404
"GLN3","PUT2",1,TRUE,0.532825370179489,1.31438936115243
"GLN3","PUT4",1,TRUE,0.437946642469615,1.55446770973504
"GLN3","UGA1",1,TRUE,0.555394045542926,1.5645602122345
"GLN3","UGA4",1,TRUE,0.524302943982184,1.3956856113323
"HAL9","ENA1",1,TRUE,0.493992980290204,1.67127673744923
"HAP1","ACO1",1,TRUE,0.545514259347692,1.13861833734671
"HAP1","CTT1",1,TRUE,0.475152993481606,1.41569976894185
"HAP1","CYB2",1,TRUE,0.56015664646402,1.32222275142791
"HAP1","CYC1",1,TRUE,0.565077159786597,1.04302378463792
"HAP1","CYC7",1,TRUE,0.41196022327058,1.54449418438366
"HAP1","CYT1",1,TRUE,0.514645977318287,1.541683422036
"HAP1","ERG11",1,TRUE,0.440282176062465,1.64786129412707
"HAP1","HEM13",1,TRUE,0.535105198808014,1.38455782800214
"HAP1","HMG1",1,TRUE,0.447547245491296,1.30333882724401
"HAP1","HYP2",1,TRUE,0.595712926285341,1.03402173302602
"HAP1","QCR2",1,TRUE,0.591181627148762,1.17417218296556
"HAP1","ROX1",1,TRUE,0.520927864126861,1.69142048254376
"HAP1","SOD1",1,TRUE,0.584458372462541,1.28679658312816
"HAP1","SOD2",1,TRUE,0.44352349662222,1.20049591810675
"HAP2","AAC1",1,TRUE,0.424618932651356,1.05645091191633
"HAP2","ACO1",1,TRUE,0.572311929799616,1.12928992529865
"HAP2","ASN1",1,TRUE,0.471699595497921,1.2078090585582
"HAP2","SDH4",1,TRUE,0.461337068164721,1.38130286597647
"HAP3","ASN1",1,TRUE,0.565468701999635,1.2216592787439
"HAP4","MDH1",1,TRUE,0.563536524679512,1.02956507102353
"HDA1","ERG10",1,FALSE,0.512858410505578,1.48938767257379
"HDA1","INH1",1,FALSE,0.579928309982643,1.40359541001031
"HDA1","INO1",1,FALSE,0.446503514563665,1.13472332146717
"HDA1","PHO3",1,FALSE,0.520139545900747,1.4393885033438
"HDA1","PHO5",1,FALSE,0.479871636722237,1.33496844317298
"HSF1","CUP1A",1,TRUE,0.450797926494852,1.07624488475267
"HSF1","CUP1B",1,TRUE,0.450117687042803,1.14200170364697
"HSF1","DDR48",1,TRUE,0.533827618416399,1.44951664481545
"HSF1","HSC82",1,TRUE,0.474983421806246,1.60847103279084
"HSF1","HSP104",1,TRUE,0.524759343918413,1.35789383062627
"HSF1","HSP12",1,TRUE,0.409636809676886,1.56396210491657
"HSF1","HSP26",1,TRUE,0.588155917916447,1.61743973104283
"HSF1","HSP82",1,TRUE,0.521223809663206,1.05758414377226
"HSF1","KAR2",1,TRUE,0.435948201036081,1.09033774982439
"HSF1","RPL40A",1,TRUE,0.513346445281059,1.6767548740725
"HSF1","SSA1",1,TRUE,0.50949294930324,1.39391688913573
"HSF1","SSA3",1,TRUE,0.471355327032506,1.06089487300254
"HSF1","SSE1",1,TRUE,0.595514443423599,1.10875917947153
"HSF1","UBI4",1,TRUE,0.400522847380489,1.30056744001806
"IME1","DIT1",1,TRUE,0.524768537562341,1.53398814848159
"IME1","HOP1",1,TRUE,0.44972995580174,1.09793666137382
"IME1","IME2",1,TRUE,0.566192067507654,1.3430401742761
"IME1","MER1",1,TRUE,0.422939629806206,1.44347143376013
"IME1","REC114",1,TRUE,0.595872466219589,1.09489667365793
"IME1","RIM11",1,TRUE,0.506687629548833,1.3023676820402
"IME1","RIM4",1,TRUE,0.518171126162633,1.48353410690324
"IME1","SGA1",1,TRUE,0.585001247376204,1.60477029379457
"IME1","SPO11",1,TRUE,0.577642305614427,1.34671484183753
"IME1","SPO13",1,TRUE,0.559326462773606,1.18060920342337
"IME1","SPS1",1,TRUE,0.453777312394232,1.03281607070006
"IME1","SPS2",1,TRUE,0.432717833528295,1.59185025900835
"IME1","SPS4",1,TRUE,0.521577190188691,1.08781471934635
"IME4","IME1",1,TRUE,0.451652590371668,1.19190882906783
"IME4","IME1_UME6",1,TRUE,0.409149253228679,1.22648937078658
"INO2","ACC1",1,TRUE,0.423115262016654,1.36221284549683
"INO2","ADK1",1,TRUE,0.57076022727415,1.37869275217643
"INO2","PHO5",1,TRUE,0.419255031459034,1.65832364635076
"INO2","PMA1",1,TRUE,0.455379784526303,1.41249461662024
"INO2_INO4","CDS1",1,TRUE,0.510235130181536,1.35025511806365
"INO2_INO4","CHO1",1,TRUE,0.513233309565112,1.65272440826287
"INO2_INO4","CHO2",1,TRUE,0.504710919596255,1.52562347408151
"INO2_INO4","CKI1",1,TRUE,0.563523797830567,1.2786909731687
"INO2_INO4","EPT1",1,TRUE,0.426644754037261,1.623284874151
"INO2_INO4","FAS1",1,TRUE,0.595170975895599,1.62806422341615
"INO2_INO4","FAS2",1,TRUE,0.565321795642376,1.15536028295988
"INO2_INO4","GUT1",1,TRUE,0.418272256338969,1.27430365645327
"INO2_INO4","HNM1",1,TRUE,0.401773010846227,1.05326936387923
"INO2_INO4","INO1",1,TRUE,0.420389403309673,1.46029234730173
"INO2_INO4","INO2",1,TRUE,0.516626948211342,1.55439187968383
"INO2_INO4","ITR1",1,TRUE,0.448996629146859,1.64753414151026
"INO2_INO4","OPI3",1,TRUE,0.533861842099577,1.23325766670285
"INO2_INO4","PGS1",1,TRUE,0.534927400294691,1.49641489733942
"INO2_INO4","PSD1",1,TRUE,0.553664884157479,1.2376035064715
"INO4","ACC1",1,TRUE,0.582715804735199,1.3582983774133
"IXR1","COX5B",1,FALSE,0.401045762235299,1.01575965989148
"KAR4","CIK1",1,TRUE,0.408654388878495,1.33006162110018
"KAR4","KAR3",1,TRUE,0.457801544712856,1.56753493814496
"LEU3","GDH1",1,TRUE,0.547783509967849,1.17135322216665
"LEU3","ILV1",1,TRUE,0.599614870501682,1.16063896533102
"LEU3","ILV2",1,TRUE,0.475205269781873,1.42936468375847
"LEU3","ILV5",1,TRUE,0.439933989848942,1.09715809591347
"LEU3","LEU1",1,TRUE,0.417205993132666,1.43422265442321
"LEU3","LEU2",1,TRUE,0.506172985909507,1.30301100438228
"LEU3","LEU4",1,TRUE,0.475562317529693,1.16471371127293
"LYS14","LYS1",1,TRUE,0.553003676328808,1.38128625701182
"LYS14","LYS12",1,TRUE,0.585328221414238,1.19861864418723
"LYS14","LYS2",1,TRUE,0.573716153483838,1.19379954371136
"LYS14","LYS5",1,TRUE,0.506416922342032,1.39952195170335
"LYS14","LYS9",1,TRUE,0.42886537858285,1.16536827387288
"MAC1","CRR1",1,TRUE,0.40027421633713,1.24725584232947
"MAC1","CTR1",1,TRUE,0.551256215805188,1.65695421147859
"MAC1","CTR3",1,TRUE,0.450504305586219,1.16172586096451
"MAC1","CTT1",1,TRUE,0.516380801657215,1.42388791124104
"MAC1","FRE1",1,TRUE,0.409395689610392,1.3020821602759
"MAC1","FRE7",1,TRUE,0.416210173349828,1.43069763944251
"MAC1","YFR055W",1,TRUE,0.484073752164841,1.42905133895809
"MAC1","YJL217W",1,TRUE,0.492055671289563,1.5875411162735
"MAL33","MAL31",1,TRUE,0.575940298847854,1.47490137694869
"MBP1_SWI6","CDC2",1,TRUE,0.421937229018658,1.26985170335509
"MBP1_SWI6","CDC21",1,TRUE,0.456499237194657,1.36478773223935
"MBP1_SWI6","CDC6",1,TRUE,0.518812441872433,1.47493924160954
"MBP1_SWI6","CDC8",1,TRUE,0.496799640217796,1.27709719003644
"MBP1_SWI6","CDC9",1,TRUE,0.473890158068389,1.2980234361114
"MBP1_SWI6","CLB5",1,TRUE,0.42980600562878,1.05097122049192
"MBP1_SWI6","CLB6",1,TRUE,0.50249676941894,1.47563753801165
"MBP1_SWI6","CTF4",1,TRUE,0.511616352526471,1.1313798888796
"MBP1_SWI6","DBF4",1,TRUE,0.518602740298957,1.03584834626177
"MBP1_SWI6","DNA43",1,TRUE,0.491690242709592,1.58680737448623
"MBP1_SWI6","DPB2",1,TRUE,0.533340141642839,1.23745665246854
"MBP1_SWI6","DPB3",1,TRUE,0.576219334034249,1.15559832786443
"MBP1_SWI6","NUF1",1,TRUE,0.567894615512341,1.017464002911
"MBP1_SWI6","NUP116",1,TRUE,0.556850538635626,1.39537381217582
"MBP1_SWI6","PMS1",1,TRUE,0.452135810954496,1.38088679634267
"MBP1_SWI6","POL1",1,TRUE,0.579284031596035,1.52181215929333
"MBP1_SWI6","POL12",1,TRUE,0.520506860269234,1.37126415721839
"MBP1_SWI6","POL2",1,TRUE,0.598011884465814,1.41640176149085
"MBP1_SWI6","PRI1",1,TRUE,0.439079798851162,1.05946733438643
"MBP1_SWI6","PRI2",1,TRUE,0.433444874826819,1.62336243540049
"MBP1_SWI6","RAD27",1,TRUE,0.438122469792143,1.35784107325831
"MBP1_SWI6","RAD5",1,TRUE,0.537129851570353,1.31706037454307
"MBP1_SWI6","RAD51",1,TRUE,0.436875279154629,1.10897397192195
"MBP1_SWI6","RAD53",1,TRUE,0.497234864113852,1.52452379286755
"MBP1_SWI6","RAD54",1,TRUE,0.479417824279517,1.21021223600721
"MBP1_SWI6","RFA1",1,TRUE,0.470735159749165,1.67621242310852
"MBP1_SWI6","RFA2",1,TRUE,0.584589893883094,1.10418823990738
"MBP1_SWI6","RFA3",1,TRUE,0.465534583898261,1.11000558247091
"MBP1_SWI6","RNR1",1,TRUE,0.51559362555854,1.62008046420757
"MBP1_SWI6","SPC42",1,TRUE,0.43555325800553,1.2475193605572
"MBP1_SWI6","SWI4",1,TRUE,0.400303439050913,1.10782842150424
"MBP1_SWI6","SWI4_SWI6",1,TRUE,0.514543105149642,1.03999941385351
"MBP1_SWI6","TOP2",1,TRUE,0.582976020500064,1.54066914740717
"MBP1_SWI6","TRR1",1,TRUE,0.411425503669307,1.51334826583276
"MBP1_SWI6","TUB4",1,TRUE,0.496635434962809,1.60065975015517
"MBP1_SWI6","UNG1",1,TRUE,0.58124432656914,1.08707024769625
"MCM1","ARG5",1,TRUE,0.498724980372936,1.55262340537505
"MCM1","CAR1",1,TRUE,0.508934390358627,1.26390026329085
"MCM1","CAR2",1,FALSE,0.451651554880664,1.65404682606459
"MCM1","CDC5",1,TRUE,0.598996794922277,1.13506552985404
"MCM1","CLB1",1,TRUE,0.482262114761397,1.66663990342757
"MCM1","CLB2",1,TRUE,0.450113793183118,1.36914299367229
"MCM1","MFALPHA1",1,TRUE,0.5447593934834,1.59338328135433
"MCM1","PMA1",1,TRUE,0.570994151104242,1.69247288241284
"MCM1","STE2",1,TRUE,0.423188357288018,1.33383517838316
"MCM1","STE3",1,TRUE,0.417987412633374,1.37917480430566
"MCM1","STE6",1,TRUE,0.493227393040434,1.4494396988675
"MCM1","SWI5",1,TRUE,0.569312756694853,1.19324479185743
"MET4","MET14",1,TRUE,0.467256118590012,1.52173048725119
"MET4","MET16",1,TRUE,0.50092158196494,1.21833631481277
"MET4","MET17",1,TRUE,0.451069263322279,1.56709562248318
"MET4","MET2",1,TRUE,0.492432289524004,1.61200614642818
"MET4","MET28",1,FALSE,0.425927044730634,1.33869857976679
"MET4","MET3",1,TRUE,0.506488235946745,1.36298228168162
"MET4","MET6",1,TRUE,0.469870069576427,1.21610474737361
"MIG1","CAT8",1,FALSE,0.569034833135083,1.31304877203424
"MIG1","CYC1",1,FALSE,0.532005410734564,1.69160603628261
"MIG1","DOG2",1,FALSE,0.542320886580274,1.23318615163444
"MIG1","GAL1",1,FALSE,0.485056005557999,1.19249640348367
"MIG1","GAL4",1,FALSE,0.457999665895477,1.55015069579938
"MIG1","HAP2",1,FALSE,0.581455765105784,1.27115263974294
"MIG1","HAP4",1,FALSE,0.541897602239624,1.03062940163771
"MIG1","HXK1",1,FALSE,0.504120659735054,1.22138254470658
"MIG1","HXT13",1,FALSE,0.598134553758428,1.36835666834377
"MIG1","HXT2",1,FALSE,0.492029857449234,1.52151115940185
"MIG1","HXT4",1,FALSE,0.541975438967347,1.62110332719283
"MIG1","JEN1",1,FALSE,0.497918899869546,1.33829175090184
"MIG1","MAL32",1,FALSE,0.578940346371382,1.21962119745323
"MIG1","PDC1",1,FALSE,0.443175192177296,1.14182679414283
"MIG1","REG2",1,FALSE,0.46807789769955,1.42219674434979
"MIG1","SUC1",1,FALSE,0.430158060975373,1.38767787849763
"MIG1","SUC2",1,FALSE,0.472307094931603,1.60753228907706
"MIG1","SUC4",1,FALSE,0.49850053396076,1.41455243655946
"MIG1","TPS1",1,FALSE,0.558806046983227,1.41603815747891
"MIG1","YBR101C",1,FALSE,0.475630775373429,1.57188248324674
"MIG1","YDR516C",1,FALSE,0.418824104825035,1.0276251245453
"MIG1","YEL070W",1,FALSE,0.578691821731627,1.65123598756734
"MIG1","YFL054C",1,FALSE,0.44920110097155,1.10229643362574
"MIG1","YKR075C",1,FALSE,0.598104482609779,1.64391113839345
"MIG1","YLR042C",1,FALSE,0.538485696399584,1.1220899397647
"MIG1","HAP2_3_4_5",1,FALSE,0.41670856573619,1.1904643306206
"MIG1","HAP2_HAP4",1,FALSE,0.562548717437312,1.59497080463683
"MIG2","CAT8",1,FALSE,0.561586325103417,1.31105400042143
