"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"GLN3_input",164.552376323435,94.1333492355405,65.1875366168472,95.4405992907557,107.242361281672,158.507596970112,104.40607667662,97.8866580509331,110.212386226405,115.203308850169,172.095672162537,33.9341679322046,48.1970071755012,109.476950158576,105.589677152217,196.121741950283,99.8627021806753,224.676460920243,172.860274289478,184.710587428752,93.9977144071254,191.973948224093,83.6098052134471,198.593732099444,4.24310995380447,159.211476474398,6.34199684504657,131.567545123301,108.53293641616,98.3069528056824,90.0891187577787,191.484490048354,97.8185601727632,121.316240210358,148.422733942607,108.437686083159,115.687509274925,117.140226813602,18.2936324130665,40.1851903360143,115.741394871979,168.704188997068,56.9394699524061,113.549813429348,161.863689538189,128.265411985036,224.491506209232,154.821537878726,169.869915505561,127.010050215704
"HAL9_input",50.4692695599567,33.4837289665336,44.694295674531,36.3756277469358,36.4244683237608,29.3790470612985,20.8030974165229,51.8680278159076,32.1762717446345,30.7932147177551,47.183688316496,16.0963427033596,19.9668947027394,37.2285184696269,33.2405284900732,48.6037642201103,44.1086797499371,60.4133216860134,52.530786632715,4.09915036940935,33.3314167090026,31.697068022674,28.6243034134377,15.9959141728489,29.3554025365765,39.1479249869014,27.4694822868953,22.2000515203955,21.4933424372753,14.0654796374462,31.4711456953236,27.2391974859537,42.1457877637753,13.0933238708884,30.2448481353094,37.470607567842,34.4188168350792,34.5093322819783,54.7379766426995,53.0879360905504,42.6088391945492,51.2522656420923,15.8049146675734,28.7051476869612,35.8119918219713,53.5855495204223,42.916215457052,27.6481398186188,34.3521209012224,26.3144888942171
"HAP1_input",40.8777740829878,146.217091084065,111.907394537987,45.1761390555102,167.168941080157,86.76407744911,128.853352928234,72.6872215599353,73.9049734513624,71.4586378586437,96.8281609892731,88.6639775545529,108.907303983719,149.044305877012,62.3897811486061,97.7699648815349,166.399385209539,90.1966969005466,33.722626383017,89.8891387746879,58.8897389504113,105.742345560164,148.257782730221,82.1391212349385,104.307963237758,81.6709119028616,91.9055971552123,114.388755836377,103.865944030358,98.2219532775594,148.291910907629,80.5877854968152,138.158884951292,106.234619994458,106.961994196738,12.5386057852506,133.007479568998,51.6729478180267,150.883162952724,96.9887598345527,92.0973156598135,108.896243149912,120.892127875141,107.483601182669,145.330880393397,91.12166092104,100.684762610224,99.9011386521139,155.996065422687,94.284961464058
"HAP2_input",30.2699928254054,19.3784428626494,58.6378995160052,1.60097542508434,64.6283480326306,24.187133638031,43.9065209862151,60.7823983689,36.9563647817246,41.5701301320699,60.3657713947163,43.1803948522222,38.8493485847595,45.60336184261,45.0282941790014,70.2888771776069,26.6552985065487,53.610774984411,43.5899343244585,59.256532504241,50.9143488519983,44.9927723602603,28.8423904814577,28.071040416525,42.7715864038568,48.9848390253938,45.4479381858093,66.6830209543952,39.7171500996112,49.8091240598022,28.1242973295361,47.8383766299994,32.7915957042432,37.9177552546851,66.9052486742626,49.3414577792229,23.581414345636,6.12740870149245,45.5919518029293,47.9728290284189,56.2998447261914,54.4441256845359,55.104970824761,35.5511233942984,58.191865446629,38.1024980480367,43.1175204915755,63.4048766641483,47.9344302731179,49.0086933181723
"HDA1_input",64.2797228238656,42.0864546750959,44.7440246418515,22.2919520414972,74.034432131895,3.52151018734767,61.4288816814025,65.6853584003846,52.0281923637756,81.2443933726865,45.984889688782,69.5099530519222,75.6063064182395,55.346521101345,31.8698731769049,12.6862926438271,43.3108031289901,71.8553905332622,6.51582868442663,48.7304571637598,28.6661606352563,54.2613047764323,25.3676739462263,54.5605790960922,43.9482801649996,49.9663146132843,49.261872399025,67.3561301884652,40.577665775523,58.6264818934187,56.8193370719536,34.9105428385572,22.381576781855,31.1509439558942,23.7367339547826,44.5163376798115,65.9846156324697,46.2861809029632,67.8366828141103,31.0828367643753,18.3780302825106,50.4837212091702,80.6342819779518,76.0903750038403,45.9447106087333,45.5833558807799,60.5722621214429,53.8207048790076,6.97157106877973,38.9784660942488
"IME4_input",13.0287588879547,13.4434517818422,26.7110458599906,20.1446195010949,15.931724386958,17.3470336404506,28.8622009480457,27.8687513512039,28.4456183926907,29.7419498637293,27.0364139293317,28.6370951624681,21.3193119176356,25.8186825446591,15.4352942506516,24.4306758334113,19.3926005680423,49.5079220281774,4.98048453648082,14.3189150562256,9.64032441109333,33.338397729361,29.9978264469245,43.708479675717,25.9695349981111,8.68077356279281,25.1449112121863,41.1649739404713,18.5773362733305,22.1030587020486,16.2485364400844,23.7500574846616,6.33089516610297,29.4461697724023,27.934999353203,15.6462908772529,40.9710990341784,27.3900125128279,37.2415495101325,35.5005480813019,5.75576086417649,21.2094771456371,16.1286899795753,28.2879017147173,37.7176367247917,22.9685686292899,45.8417456930214,43.6059000330867,26.7962567554652,23.1140463452795
"INO4_input",5.75594816858428,42.114499874505,47.4013778116494,14.1436709312236,0.457699838723265,30.674204266509,18.706681766011,11.7414060018803,21.5123993588673,24.5713612649817,33.9031867472313,31.2218896224433,23.0870724266392,22.131321856348,38.5734651634851,48.8237801598246,27.197076637524,7.57526456991134,42.0306744644473,17.1957881404808,28.9278627701883,40.449220202287,30.8344165490782,10.8577563802431,2.99667516882388,9.46442571786482,4.4176465586601,53.9027793498385,26.95669562837,43.9998527323841,41.4500894879908,36.040620767495,27.271063556115,25.8633435642447,30.923686423352,40.8682139602424,41.0962106019331,24.3512863600685,27.7488357482836,32.5487802067321,16.3928343123188,31.938215996528,15.2768476271073,41.3739771281622,20.0268344858877,40.8201837570903,18.3526902154742,20.9573341838717,36.7933914758139,33.4495104128946
"IXR1_input",54.9707960412303,24.7961006159355,38.0607086424929,12.8216284044009,24.0737375180514,50.8852672923256,46.3962386071992,38.0061181685811,54.3130189076366,60.0208678023198,37.6216559527386,39.7710482008899,36.4642893661535,31.1884946216808,38.7956354792056,9.79845015876343,38.3892596555109,30.5387918347581,38.2775981330198,45.3911722461141,33.4733390375421,32.4863258065615,45.8184200476607,52.832912387794,27.9961852388991,49.5073496880783,27.4679846178622,22.729023718661,9.98634377674077,59.7274199180133,38.8645268286597,41.8649882665307,56.5645355208199,55.7611936899862,37.7621276374699,35.9949395907867,26.0013620478567,18.8814903513045,36.5342489380301,20.5155488687477,41.7134325798202,42.8772912058319,29.6195041915115,56.8269762760196,17.6609183522127,21.3578818023325,56.2332391815359,29.5345638488551,49.6457044174297,35.5637794975511
"LEU3_input",18.686229462529,76.4361551628265,5.41153458509132,107.049031108539,61.2477589982899,89.4402581706305,23.7644580298478,52.0662840022936,4.65586558986112,39.6107762339615,22.5762407744974,48.0203902413763,100.478883870751,89.2279229992964,95.9547555998542,33.553989719949,10.6180690667577,92.2684116884045,56.3060678495842,57.0398685497256,52.3332768056262,54.3566000650233,85.0113958279772,91.0082443419986,53.9092975532209,46.0585260424247,70.3774419018575,52.4269010632951,52.9390219673646,96.7058231101907,63.224321396472,39.3263632933764,62.0668223042257,23.3718682791752,41.8283554966409,60.6399172149041,47.4055590130505,63.5898472051655,53.0356310583053,51.2423524745538,64.8875122457579,61.5215437837778,82.9796155936562,102.017057600891,95.0821347137801,25.4165542660683,59.298269321283,9.53951673530937,96.8274074974402,95.140032659764
"MAC1_input",36.6807403615493,41.049548769769,52.5007059758567,50.6339297949414,65.7232892178457,39.4003029427467,46.4327595700506,18.0895245402724,29.2398135951764,51.6983540184002,24.4601765558988,69.6485110795574,77.9559023472986,44.9752470672939,29.52768557588,72.8977128194823,34.7080949671125,86.7063656400761,0.467200623828308,68.7530354757707,74.1850223807342,65.7407523681647,31.4291527892439,56.047339625606,38.167219352233,47.8618739998475,23.1685683767779,54.0533080805,42.1275881780631,74.0064453643982,50.2411169571158,37.396335055581,71.2672462441636,15.3666612358147,51.7323168602704,78.5505417834282,44.0085816570611,34.4424053724633,75.0736716635054,68.1703550323075,61.4576947245758,40.6899777721559,47.460872959951,28.2802770664623,72.3001970726266,51.6285731284838,22.5548399758991,39.1383431636595,49.4222204545081,42.8620694525781
"MET4_input",55.1986729948424,26.3162449141673,64.7955461332617,86.0035073612852,46.7620786239064,65.0078688354739,38.2704083846001,59.1026850327903,62.5757666005842,62.7599275108685,41.5104341364798,80.1817618341939,43.9094581675348,70.9606755818932,31.7288647722001,94.4726296717906,22.1718001976837,66.5067750206075,55.5050444740725,58.7508597116395,85.7377042299645,87.5960300167553,45.0130856009261,44.043537950229,74.4167169288321,23.8126957947276,58.3195589169291,19.5497835034902,67.5193377435538,67.8041693630562,89.2274482830645,65.842710461654,58.3063245519798,83.157222881622,60.5793809512826,61.4164958553354,58.5745061011595,67.6978669799276,40.9815929898053,65.6998672992462,62.9546892924248,37.9377852593844,0.681750003207601,61.7146890208122,57.2966209441016,94.105521430738,50.6863665286771,57.331671736145,42.0696280499729,53.681734596441
"MOT3_input",44.3066923098843,31.5343070246531,30.8404883764049,18.9666777830225,30.7719815181445,38.0174418623977,7.29670227952285,28.816580892358,14.7531900661561,40.9263398535319,31.093241194306,15.5827482196591,42.8596534586067,27.1335078520658,31.8325889195233,55.5777581317145,50.0842599172801,38.0840018909139,44.2213770927494,4.33033524136652,38.4948527357044,24.9597195214513,39.7080341033522,34.6517096521904,46.9204795183235,41.467135060295,28.0202950076619,47.579614768042,38.7171073457207,40.1957235261589,18.4473690470707,48.0057929368155,22.9858049635939,36.2452794384173,35.1586276157326,48.3366730376891,32.8760676342937,50.1245370971533,26.7321829384609,20.8786094764716,16.1893108468506,46.0887963753558,37.2820424590792,26.6209144737893,4.70414160401939,36.9336014688532,38.0797789862586,3.05340259112135,37.3835128648641,37.2082078106019
